管理NO,問合せ内容,回答内容
d19c76b2-9766-4b2e-98ab-bf27ce0defcf,店舗共有フォルダの保存先が変わったので複合機のscan設定を変更したが反映されない。,複合機の再起動をお試し頂く事になりました。
bbceb830-8e4a-421e-92eb-5505f4e505a7,スケジュール設定するのを忘れてしまった。,"上長のCOMPANYの所属長メニューから上長に設定してもらってください。
上長が設定方法に困ったらサポデスに連絡もらう様にご案内。"
d6d642ca-36e2-49b1-89e7-51603affe96b,店舗共有にScanしたPDFが出力されません,店舗共有のIDとPWが分からないため、P01にScanフォルダ出力先作成し、暫定対応しました
c9582365-f644-4eef-b7a2-43f1cc90dc9f,店長が車検写真にログインできません　097322,六桁の社員コード入れて頂きログインできました（0省略してた）
80b7145d-41a9-4b15-a02e-a38c213c9c28,Accesssysがエラーで動かない,業務改善に依頼
2bfb5f9a-be1e-4a17-b637-ec9263ed2594,店舗共有内のショートカットが動かん,正しいショートカット作成し直しました
3088205e-f444-435a-ac96-e0e0c8c5e2dc,BIGIPClientが接続出来ない,設定されていたサーバー名が間違っていました。直して接続出来ました
45a0d1fb-e145-4839-b586-bda616e6e6a5,社給携帯　ドライブレポートのアプリ消えた,アプリライブラリに存在したのでショートカット作成頂くようご案内
efdad1ad-cae0-43d0-8e74-1525ca5459fc,廃インクボックス回収先はどこですか？,サプライ
a1eb60a9-fa29-4741-8c08-ed46d3c9a642,SMB専用端末のIEモード設定,設定しました
50a2fd1a-9547-4ba8-bc6c-125b46fba515,端末にて今朝からデスクトップのショートカットが幾つか開かなくなった。,店舗共有フォルダのファイルのショートカットでした。店舗共有フォルダの保存場所（パス）が変更になった旨お伝え。ご自身でショートカットを作成し直して頂く事になりました。
8669dc51-6a48-4834-ac39-12dd7a34d24c,端末にてデスクトップのフォルダ（ショートカット）が開かなくなった。,店舗共有フォルダのフォルダでした。リモート接続で確認しながらショートカットを作成し直して頂きました。
17d6d953-e573-40bc-8059-0374b7db38d7,客相）名古屋さんの端末の件で確認したい。詳しい方は見えますか？,※鈴木さん→後藤さんに・・・
12c49121-aae1-487c-831a-1b5c369e8eb7,端末にて複合機のスキャンフォルダが開かなくなった。,※鈴木さんに引き継ぐ。複合機のスキャンフォルダを店舗共有フォルダ配下に設定されていた模様。
8e9608c2-aac3-41d0-89c3-98449eefd828,8月キャリア入社の　名古屋　花子スタッフ　がサテロクにログインできません。社員コード：234516,サテロクにログインはできますがF5Accessの証明書の登録が担当者から登録完了の連絡が無いのでおそらくまだ？かと思われます（森さんにまだ聞けてません）。もう少々お待ちください。
8fb08986-0b84-4273-92ff-93f7f6ca7f36,デスクトップにあるアイコンが開けなくなりました。「ショートカット　ｸﾞﾚｰﾄﾞ検索-ショートカット.lnk　のリンク先ドライブまたはネットワーク接続が利用できません。ディスクがあるか、またはネットワークリソースが利用可能かどうか確認してから、やり直してください。」,店舗共有フォルダにあるファイルでした。ご自身で作成された店舗共有の中のショートカットは再度作成し直す必要があります。デスクトップにある「店舗共有」のショートカットから該当場所を開きショートカットを作成しました。
fe130267-bc67-4a31-890a-80631d103fe0,端末にてExcelファイルが開かなくなった。　※店舗共有フォルダ,店舗共有フォルダのファイルでした。リモート接続で確認しながらショートカットを作成し直して頂きました。
57587d9a-2ed9-4eb3-949e-6666f9f50e93,"板金見積もりしようとしたらエスパートいないって言われたby佐藤課長
カーロッツ三好
091049　＠aaa
Ntp7735587
99.999.999.999
エスパートⅡの入れ直し",自端末に保存していた「E2インストーラー」フォルダを相手の端末にファイル転送し、インストールを実行。車種データ更新しました。佐藤課長携帯不通のため、サービス代表に電話しましたがこちらも出ませんでした。端末に完了のメモを残しました。
cdc8d473-bb06-4eb5-bf79-767107389339,Excelで編集してたら何も選択できなくなって閉じることもできなくなった。,タスクマネージャーから終了し、開き直しました。ご希望の形に編集しました。
cf965735-c385-4067-a426-f764ae2bf591,今朝から端末にて画面右下に「ウイルス対策を更新する」旨のメッセージが表示される様になった。,端末をお借りしてウイルスバスターの再インストールをさせて頂く事になりました（Deep Security では無くVBでした）。※日比野さんに対応を依頼　→14:44対処完了。
bbdf8b0e-8fac-414b-8bb7-590c51c7d310,年休申請をしたが取り消したい。まだ承認されてないので取消申請が出来ない。,承認前であればCOMPANYメインページにある「提出物処理状況一覧」から該当する書類番号をクリックしていただくと申請取消が可能です。
d8da149c-0183-4618-8d66-1683972a0d2b,どこから作ったかわからないショートカットがあるので見てほしい。開けないから確認できない。※店舗共有フォルダ（psqz01）,店舗共有フォルダ＞レクサス一宮の中にありました。ショートカットを作成しました。
07dead63-1512-4071-8920-10f150f91847,[\\99.999.999.999\271真和共済会_5]が開かないです。＜エラーメッセージ＞「\\99.999.999.999\271真和共済会_5　にアクセスできません」（※店舗共有フォルダ/psqz01）,店舗共有フォルダの場所が変わったためです。ご自身で作成されたショートカットは作成し直して頂く必要があります。ショートカットの作成方法をお伝えし、古いショートカットは削除していただきました。
a265fa57-bf65-4a0f-a5c9-0958c8672bf5,プリンタから印刷できない,社内ネットワークに接続出来ていませんでした。社内ネットワークに接続してお試しお願いしました
37c2bd5e-8117-4123-942e-e5f0885c6c3b,社給携帯でサテロクが出来ない,現在F5Access遮断中　11時以降に再度接続お試しお願いしました
ce5260e3-7469-4596-992e-9064e3c4d576,社給携帯でサテロクが出来ない。（ログインは出来ている）,ネットワーク負荷により一時的にF5の利用を停止しています。11時以降に回復予定です。
d29bb7a9-4a71-4253-b316-44dec938281e,DM確認　名古屋999す9999　 7月くらいにＤＭがあるはずではないでしょうか。,"
印刷日　2024/3/3　セーフティ点検　
それ以降発送履歴無し
入庫履歴を確認すると
R6.3.27にプロＣでの入庫履歴あり（これが原因では…？）→開発に確認お願いしました。"
9da65c65-1422-4d92-bad0-b1aa54a2b6ba,社給携帯の転送設定を外したい,転送設定の解除　1420に電話お願い
1921198e-a4f0-4ae2-aadb-6929c2633dbc,店舗のゲストWifiが繋がらない（有線が流れない）,バッファローのルータの再起動お願いしました。→未解消だったらメールお願いしたが連絡なし
ef14b1f0-64e8-419f-8957-643f59604310,IEモード設定依頼,ネットワーク延滞発生中の為、リモート接続不可。メールで対処方法ご案内。出来たと連絡あり
242942fc-5469-4ae2-9882-05e7461234f7,防犯カメラが映っていない,活用推進に確認　→警備会社の防犯カメラ　警備会社に確認お願い
a3d0fdad-2f63-4869-b28b-ed35bcbb6338,端末にて店舗共有フォルダの使用していたフォルダのショートカットが開かなくなった。,リモート接続で確認しながらショートカットを作成し直して頂きました。
e656a691-5439-4b5d-ba6f-a508cf5a4a73,WinShotにある地図の画像に、車みたいな図形と進行方向の矢印を付けたい。今後も行うことがあるので操作方法を教えてほしい。,OpenOfficeCalcに地図の画像を挿入。「表示」メニュー→「ツールバー」→「図形描画」をクリックし、出てきたバーの中の「立体的な矢印」を選び、作成。色の変更。矢印を選択して「回転」を選び角度を合わせてください。車のアイコンには、形が似たような矢印を使用して、同様に色と角度を設定。SnippingToolを使用して画像ファイルとして保存。一連の流れをご説明しました。
b5bd5c0b-b7d3-4760-85d5-4146b1a829d0,8月異動で茶屋店に来たのですが、Tascal（タスカル）で使うワンタイムパスワードのところ（MFA設定）ができません。社員コード：146510,MFA設定リセットをします。⇒設定までご案内しました。
cb761b61-ad90-4b2f-a92f-40cb76fc0306,端末にて誤って右クリックから圧縮フォルダを作成してしまった。削除しようとすると「これらのファイルを開くと、コンピューターに害を及ぼす可能性があります」旨のメッセージが表示される。,ショートカットファイルを圧縮されていました。念のため移動してから削除して頂きました。
48965a42-0304-4032-a605-21fd937a11a7,プリントスクリーン（PrtSc）をしてPDF保存をしたときに白黒になってしまいます。※WinShot,常駐アイコンにあるWinShotを右クリック＞環境設定＞品質・減色＞「グレースケール変換」のチェックを外して「OK」。カラーで保存されるようになりました。
e3debbe3-d9cf-4430-a6c7-05eaf21cdf55,在宅です。端末にてai21の動作が不安定です。,全社的にネットワーク高負荷の状態です。お時間置いてから再度操作をお願いいたします。※F5Access
35651eea-da84-4f4b-a0a5-d28f6163d38a,社用携帯のサテロクアプリにてログインできない。端末では開けました。,現在、F5Accessに接続できない状態です（11時頃まで）。11～12時頃には解消します。お待ちください。※Safariのキャッシュクリアが必要？
912f875a-ad3e-4256-bb18-6bbde13f5f21,ai21サービス業務で使用する共販部品仕入用バーコードリーダーが欲しいのですが、どちらに依頼をすれば良いでしょうか。該当バーコードリーダーは全店舗に支給されている認識でしたが、南テクノにはありません。もともと使用してないようです。 ,参照：240604-027　
232f7107-e7a8-4540-a176-e62cb02838d3,受付PCでWebNOAとSMBが開かなくなったので設定をお願いします。,ネットワーク負荷でリモートが入れなかったので口頭でご案内し開くようになりました。
6253faab-d89b-4f75-b417-2f0bba5e51c3,ai21が開かないです。（ATSCの画面にもいかない）,ネットワークに負荷がかかっている状態なのでお時間を置いてお試しいただくようお願いいたしました。
15d37a45-d60d-4717-b8bf-8774651a4c06,ai21が開かないです。パスワードを入れてもエラーになります。社員コード：135348,パスワードリセットをしました。
9d40de56-00a3-490f-9ed2-bf31f5d6be63,店舗共有フォルダにて以前使用していたフォルダが見当たらない。,その後、山崎様の方で自己解決されました。新しいパス（アドレス）から探されたとの事。
784a10bb-e3f5-4016-8725-d86b4809f330,COMPANYがロックされてしまいパスワード変更を2回してもログインできません。PCの方ではCOMPANYが開きません。,現在、ネットワークに高負荷がかかっており繋がらない状態なので解消するまでお待ち頂くしかないです。COMPANYのパスワードは今回はこちらで変更しお伝えいたしました。お試しいただくようお願いいたしました。
91550937-cd77-4914-a40c-e7436e1da6bc,端末にてai21が開かない。ログイン画面までいかない。,ネットワーク高負荷の状態です。お時間置いてから再度操作をお願いいたします。
1b182014-32c0-4987-81eb-a52c1f56f166,ネットワークに繋がってません。部長の端末も繋がらないです。,デバイスマネージャー＞ネットワークアダプター＞「Interl(R) Wi-Fi～」をアンインストールし端末再起動をして“非公開のネットワーク”から「test01-H」に繋げていただきましたが「インターネットアクセスなし」の状態。トラフィック増加でネットワークに負荷がかかってる状態かと思われます。時間を置いて端末再起動をお願いいたしました。
17f0d67f-dd32-400e-8c31-bdb888151af5,ネットワークが繋がらない。“インターネットアクセスなし”になります。周りも繋がってる端末と繋がってない端末があります。,デバイスマネージャー＞ネットワークアダプター＞「Interl(R) Wi-Fi～」をアンインストールし、HUBを使用してるとのことなので抜いていただき端末再起動をして“非公開のネットワーク”から「test01-H」に繋げていただきましたが変わらず「インターネットアクセスなし」の状態。トラフィック増加でネットワークに負荷がかかってる状態かと思われます。時間を置いて端末再起動をお願いいたしました。
c650372e-5c1d-40ae-9498-94208f62563d,端末にてai21やウェブが開かない。,ネットワーク高負荷の状態です。お時間置いてから再度操作をお願いいたします。
3f586f8b-7d8b-4d25-8102-fd46bc2f7a2b,SMBが開かなくなった。「送信しようとしている情報はセキュリティで保護されていません」旨の表示。,リモート接続できず。MS-EdgeのIEモードに追加し直して頂き解消。
6bfb6af6-94c4-404c-96b5-1fb486b29dca,COMPANYが開かない。,端末の再起動をお試し頂く事になりました。尚、ネットワーク高負荷の状態です。お時間置いてから再度操作をお願いいたします。
f3ca0271-fd58-4fcc-b38e-39976c0c8c5a,COMPANY日時確定取り消し依頼　営業部長休み,労政部へ連携しました
8db6efb9-53af-4279-81a1-7625cf7470ce,IEモード設定依頼,設定しました
f17b21dd-c312-4821-b189-2ad073eaeadb,IEモード設定依頼,設定しました
f650ef0d-9aba-41b6-a72a-a683b4146910,COMPANYについて　営業スタッフで課長に直行申請出しているが課長が今日休み。多分打刻忘れで出している,詳細右横の打刻忘れ対応で良いとの事。本人画面から直行申請の取り消しして頂くようご案内しました
082bdbbd-edfe-4a02-b3e5-b1fa6f8636a6,P01の動きが遅い　再起動したが見て欲しい,再起動後、動いていたので様子見
febde7b8-429b-48a9-878a-08e1e76c1ac6,Gメールにログインできなくなった,パスワードリセットしました
d12d9e73-08f4-4515-b4ca-94f873596917,Gメールに添付されたExcelをデスクトップに張り付けたい,ダウンロードしてダウンロードフォルダからデスクトップへ移動しました
53a1600d-0afb-41d8-a738-623bf5bcacd3,NEC ML8600　エラー　024-747（何等かの印刷命令エラー）,ドラムカートリッジの残が11%でした。ドラムカートリッジ交換した所動くようになったので、様子見をお願いしました。
81525490-7bf3-4e57-94d5-5efc5641ae83,ai21『U-Car条件承認入力』に表示されない注文NOがあります。昨日マイカープラン作成し、商談決定入力まで済ませましたが、売上区分が間違っていた為商談決定入力を取り消しました。PALにて修正し、注文NOが変わりました。PALで『受注明細票印刷』をしようとすると『注文NO不一致エラー』が表示されます。マネージャーのai21『U-Car条件承認入力』で注文NOを入力すると『該当の注文NOは存在しません』とエラーになります。,サポセン案件番号：202103070101と同じ状態のようです。取消した商談を注文NOだけを変えている状態になっており、この場合は前回送信した情報を注文書データに保持していますので、前回送信した注文書情報の注文ＮＯと今回送信した注文ＮＯが一致しない為受注明細票を印刷できず、ai21にデータが飛びません。メニューから商談メモ（マイカープラン）起動して新規作成して下さい。
61585f8f-baf8-47f5-8ade-a54e3bc8938f,先月分の勤怠で、まだ修正が有るのに店長が月次確定してしまって、その修正をしたい。,提出期限が過ぎてしまっているので、直接「労政部」にお問合せお願いします。
ad0b0dad-2c3d-4408-9fe4-27816feb8be1,COMPANYの画面でエラーが出ている。,打刻済みの日に「日付未打刻理由」を選択していました。選択不要なのでブランクに戻し、日次確定できました。
9def95d3-b9f8-42cc-aa33-f4fb7235fe0c,"お客様情報の住所をコードから引っ張り出す時に、住所漢字が正しいものが出て来ない。
「りゅう」という文字が住所に入っているが、簡単なりゅうではなく、難しい方のりゅうが出てくるようにデータ修正をして欲しい。",営業推進部、営業推進が担当なのでそちらにご相談下さい。
0a5da7b1-44ef-4c43-a053-b6bb22c75c62,キーパーシステムのパスワード画面で、ログインの液晶のバーが下に下がっていて入れにくい。,NTセブンスの外販部が担当なので、そちらにお問合せ下さい。
7eab16f7-2438-4bea-bf40-171225fc12e8,"反社ではない、電子署名をもらってもwebNOA、ai21に反映されていなくて未取得になってる。特に4月に多く起きてる。
お客様にもかかわることなので解消してもらえると助かる。",安藤さんに確認してもらって原さんに説明してもらった。
994665e2-f12b-426b-9477-66d36bbb035e,リモートアクセスの設定をしたい。今、上里店にいます。,BIG-IPEdgeClientはインストール済み。証明書が他の社員コードで登録されていたので、深野様の証明書に置き換えました。
51be18b2-7e85-48e4-9b87-c92ac04e2ca7,"①設定休を設定してなくて今月始まってから設定しようとしたらできない。
②今日の出社打刻、退勤押しちゃった。
","①もう今月始まっているのでできません。上長にお願いして設定してもらってください。あと、期日までに必ず設定してください。設定してくださいの催促メール無視しないでください。
②今から出社打刻して、帰りは必ず退勤をいつも通り押して下さい。明日以降に今日分のエラー修正をして下さい。出社時刻の逆転理由に理由入れれば大丈夫。"
c84dbd7d-7588-4b4b-ac28-188a1218738f,8/9分ですが、出社時に退勤打刻をしたようです。出社打刻が空欄で、退社打刻に出社時間が入っています。,直行申請をご案内しましたが、「未打刻理由」を使うとのことでした。退社の逆転理由を入力したら日時確定できます。
c69392f3-9c4f-4986-b81f-b48114c8cf50,直行申請の取消をしたい。未承認です。取消申請にデータが出てきません。,未承認なので、トップページの「提出物処理状況一覧」から書類番号を選択し、申請取消をしてください。
f5a60468-0a9d-4e2a-88a8-d42a7839b0b1,長期休を増やしたい。上長にお願いするしかないですか。,はい。上長に口頭でお願いして、上長にスケジュールから追加してもらってください。
eb5ec3b7-24b6-4b3c-a051-fe12bcd4a164,SMBが開かなくなりました。,SMBログイン時のURLをコピーし、Edgeの設定→既定のブラウザー→InternetExplorerモードページに追加（URL貼り付け）しました。同時にWebNOAのURLも追加しました。
6e095560-7cea-4486-8be0-f1906c2dc3c8,帳票保存参照機能のパスワードが違いますと出る。,安藤さんに依頼してリセット。
458ddbec-1a90-4ed3-b988-90f81b9b86c2,COMPANYで設定休だった日を仕事に変えて、長期休取ってた日に、その分の設定休を入れたい。,"既に勤怠が確定されてしまっていたので、こちらでは操作できません。
労政部にご相談を。"
a103bd44-6230-460f-8098-e56fbc6c12a5,お客様に送ってもらったPDFが文字化けしたり、PALの保険から印刷しようとすると「アプリケーションリソースを読み込めません（内部エラー）。」と表示されるのでAdobeReaderがおかしいのではないかと思います。,インストールされてるバージョンは“21.001.20140”でしたのでアンインストールし端末再起動。起動後、ai21支援ツール（aipalset）にて“23.006.20320”のバージョンをインストールしましたが「未」のまま「バージョンが確認できませんでした」と表示。端末再起動し「済」に表示が変わりました。お客様にもらったPDFはブラウザで開くと文字化けするようなのでダウンロードして開くようお願い。PALから保険を開いて印刷プレビュー画面が表示されるようになりました。
8a503c49-2ee4-4568-916f-b1c5ad047fbf,木村スタッフのCOMPANYについて　間違えて退社時に出社打刻をしてしまい、時間がおかしいです。,本人の画面からしか修正できないので木村スタッフに電話変わりました。実勤務時間を正しい時間に修正＞「詳細」＞逆転理由を入力＞「変更した内容で計算」押下で赤文字エラー消える＞「確認画面へ」＞「日次確定」をしていただきました。
35454704-9730-4aa3-b32a-a2d1b204f5db,ヴ　ティエン　ミン（232807）のCOMPANYでエラーが出てる。上長が今日休み。※日次確定済み,日次確定済みで詳細画面が触れません。上長に日次確定の取消をしてもらってからになります。明日は本人が休みだそうで、上長とご相談頂きますようお願いいたしました。一応操作方法はお伝えしましたが、わからなければサポートデスクにお電話いただくようお伝えしました。
5d38e303-07e6-4949-a384-64382835778c,在宅したスタッフのCOMPANYで「在宅勤務で残業時間が～」というメッセージが表示され理由を入れようとしても出来ません。,「詳細」画面の入力は本人のCOMPANYからしか入力できません。
42f6a04e-5a71-407d-aa71-4f04174e0a52,COMPANYでエラーが出てて月次提出ができないです。＜エラー＞『「※店外勤務情報※」の終了時刻を入力してください』　※日次確定済み,近くに上長がいらっしゃったので日次確定を取り消してもらい、「詳細」から店外勤務情報を削除し「確認画面へ」＞「日次確定」をしていただきました。
7a2ea1f6-d199-44a4-b9a0-894c2402c3b3,COMPANY　月次提出の方法,画面見ながら「業務終了（退社打刻）」～月次提出までご案内しました。
546ab9fc-1f79-4194-9363-24fcb98895c7,DataDelivery（帳票保存参照機能）を見たいと思い、web.NTPにある手順書を見てai21支援ツールから設定しようとしてますが「AdobeReader（24.002.20759）」のインストールを押しても「*異なるバージョン(21.001.20140)が入っています。」とエラー表示されてて「済」にならないです。,ai21支援ツールのDataDelivery（帳票保存参照機能）のページに表示されてるAdobeReaderのインストールは9月R適用後のバージョンのものです。今現在の最新バージョン（9月R適用前/23.006.20320）が入ってるのでスキップして進めて頂いても大丈夫です。「ショートカット作成」の「作成する」を押してショートカットがデスクトップに作成されました。異動前の店舗で使用してたとのことなので覚えのあるPWで入り、パスワード更新メッセージが表示されたので設定していただくようお願いいたしました。（もしかしたら端末再起動で表示が変わってるかも）
c3469d08-725b-4004-b063-ea77c7e5c6b1,COMPANYにて月次確定ができない。「勤務実績の登録・確認」で確認すると7/21がエラーになっていました。,既に日次確定されていたので上長に依頼して対象日の日次確定取消を実施してもらってください。その後、店外勤務情報を「削除」押下で削除してください。エラーが解消されたら日次確定が可能です。
28d41f90-32c1-4b64-8b42-4cb168495422,Gメール　外部へ送るときのHENNGEについて理解できないので教えてください,自分の操作は特に変わらないです。相手が送られたURLをクリックして添付物を取りに行くスタイルです。
da393f47-ec79-4496-be51-9b836c87c9cb,"8月に一宮住吉→奥町へ店舗移動していますが、車検写真が未だに一宮住吉です。
WebNOAは奥町店で開きます。
代車予約システムは一宮住吉のままです。
214167 名古屋一郎 
",アイチCMへ連携→対応済
2b744bbb-55fe-4b55-8405-0ce50aa91c99,昨日朝間違えて退社打刻をした。退社時に打刻を忘れた。,手入力で正しい時間に合わせてください。逆転理由を記載頂きエラー消えました
3e6033b6-658a-4264-a005-004b1fa0d4f3,Scanのショートカットが動かない,DeskTopにコピーを置いただけの状態でした。正しいフォルダパスでショートカット作成しました。店舗共有内に作成されているScanフォルダでしたのでお盆明けは動かなくなることお伝えしました
08aa2d3f-27b2-40bd-9b85-6d033d43d1cf,社用スマホ（社用携帯）でお客様にお休みのメール（SMS）を送ってたのですが、相手がiPhone/Android関係なく途中で送れなくなりました。何か上限があるのでしょうか。,連絡先の上から順にお休みメールを送ってたようなので、もしかしたら送信数が1日の上限を超えたかもしれません（1日200通/1通70文字換算）。1通のメールが71文字以上だと2通分になります。明日再度お試しいただくしかないかと思われます。
40fe0fec-88d9-4002-bf11-7a3f976bcbb6,プリンタインストール依頼　豊川店カラー,インストールしました
9ccd029d-6eb6-4bfb-9310-1dab73e16cd5,前に自分のスキャンファイルを作ってもらったのですがPDFを取り出すところがわからないです。Canon　99.999.999.999,エクスプローラーでショートカットを作成しました。
b95149dd-aeb6-4d2d-b932-e8db5147ccd5,事務所の電話機（NEC:IP電話）の電源が入らなくなった。午前中までは良くて、午後からダメです。LANケーブル抜き差しでもディスプレイが表示されない。※052-611-9999,ラックの中のIP電話用HUB（PoE:ELECOM）には３本（1:テクノセンター／2:ボデーセンター／3:クレーム室）刺さっていて１番の緑ランプが点灯しない。４番に差し直してもダメ。５番もダメ。テクノセンターの電話機をボデーセンターの電話機に刺さっているLANケーブルを挿してもディスプレイが表示されない（電話機の故障）。テクノセンターのLANケーブルにクレーム室の電話機を挿してディスプレイが表示されました　→テクノセンターの電話機の故障です。担当部署に連携します。お待ちください。※森GL→テレネットへ依頼。16日以降。
e1f4d5b6-6b00-4148-8ebf-040a469958fd,中古車事務所の模様替えを考えています。配線やパソコンの移設などどこへ依頼すれば良いか？,NTP総務部）営繕へご相談をお願いいたしました。
8d9eae97-96d7-4697-a88f-1427c5bc0efc,キャリア採用のスタッフの内線番号が分からない。　※社用携帯,社用携帯の箱に電話番号と内線番号が記載されています。ご確認ください。※777777777 / 89002584
81e98cb7-3bfe-4a70-a90d-449448d146f2,急に変な画面で音声が流れ始めた。何やった？12:50位　フェイスブックの画面をGoogle　から検索して開いたら「ウィルスに感染しましたの表示」⇒Windowsマークを押してもスタートメニューが表示されない。,"※※素早くネットワーク遮断※※
詐欺画面です。何かしらのページでクリックしたところが悪く表示されたかもしれません。過去にYahoo!やMAP画面で操作中に表示された事例があります。電源ボタンを30秒以上長押しし、電源を切っていただきました。その後、電源ボタン押下で電源を入れWiFiを切断してからサインイン。常駐アイコンからウイルス検索をかけようとしたら「検索」が表示されておらず。Windowsスタートメニューも表示されない。端末再起動してウイルスガードは正常に起動しましたが、Windowsスタートメニューが表示されず。タスクマネージャーに「スタート」が表示されてません。強制シャットダウンも試しましたが上がってこず。【鈴木さんに引き継いでもらいました】活用推進）森さんらに相談し、システムファイルが破損し操作できないのであれば電源切って送ってもらったほうが良い。今すぐに電源を切りメール便で送っていただくようお願いしました。端末に保存してるデータは抜き出し出来ませんので消えます。"
b7f81c20-b94a-4e27-8607-69d7677efd81,GTS端末でも販売店ゲートウェイ（Tascal）の多要素認証（MFA設定）で入れるようにしてほしい。,MFA認証は社員コードで結びつくので、この端末でどなたの社員コードで入るのかを決めて頂くと良いかと思います。ELの社員コード（130851）でログインするとのことなので、ELのPCからエクスポートしたテキストを店舗共有フォルダに入れ、GTS端末の[C:\WinAuth-3.5.1]に置き、WinAuthにインポートし設定しました。
01c6d74a-6095-4acf-9b67-824859234e85,端末のデスクトップの右端にバーが表示されていて邪魔です。消せないか？,タスクバーとは違いました。MS-Edgeのサイドバーが表示されていました。設定を確認。最終的に右下の箇所をクリックし表示されなくなりました。MS-Edgeを開いても表示しませんでした。
2ab00e6a-50ab-4d8f-94ba-949d3327e128,F5Access　PC変えた　自宅にいる　BIGIPが動かない（前のPCからアイコンだけ持ってきた）,F5の証明書メールで送りました。設定方法　BIGIPインストール方法ごあんないしました→出来たと連絡あり
c25d7a52-1234-4d57-a9a5-9d82c19f7532,PALから保険やJAFを開くと小さく表示されてしまうので直し方があれば教えてほしいです。,開いてるものを全て閉じ、解像度は1366×768の100%になってました。コントロールパネル＞インターネットオプション＞詳細設定＞「拡大レベルのリセット」にチェックを入れました。PALから保険を開き、正しく表示されたことを確認できました。
96bddb2f-3b41-4d15-8f8c-d513b7067d5d,COMPANYにて8/10設定休日だったが誤って出社打刻してしまった。,退社（日次確定）時に「出社打刻を取り消す理由」を入力して頂くとエラーが解消される旨お伝え。
6968762d-213c-4f2c-a656-ee224fdd86ae,端末修理に出して送られてきた新しい端末にカラープリンタの設定をお願いします。P1035R51　RICOH　SG7200　99.999.999.999,ai21支援ツールよりインストールし、テストページ印刷も確認できました。
a384e278-87ba-4002-bd61-7b90b99f8f16,WebNOAを開くと店舗が稲沢店になってしまいます。社員コード：206580,IEモードに追加し、EdgeとIEの履歴も削除しました。津島店で開くようになりました。
007ba969-36ca-4a2c-921b-e3a822ab6eb4,建石エンジニア（203726）の勤怠について　①8/3代理で直行申請したいが勤務予定が「00:00-18:00」になっている。　②8/3始業時刻が「00:00」になっているので「10:00」に変更して欲しい。本人はコロナで休んでいます。,①代理で勤務予定変更申請（9:00-18:00）して頂きました。　②主管部に対応を依頼します。お待ちください。【10:30】対応し武田課長へ連絡（西澤氏）
4662fa2e-c8c1-4396-8231-167c795ba4ae,社用スマホ（社用携帯）を電源切っていると普通は今いる猿投店の代表電話に転送されるはずなのに武豊店に転送されてしまう。,転送設定解除「1420」は実施したとのこと。web.NTP＞社内システム＞次世代IP電話＞社用スマートフォン利用マニュアルの「スマートフォン着信時の転送/留守番電話設定方法」をご確認いただくようお願いいたしました。
0314ff39-5374-4f1b-98f2-e8c7cb3ebf50,二桁の数字が入らない,枠が狭かっただけでした。適度な幅に調整して問題解消
08d575dd-f19f-4747-a887-694faba8cfce,端末にて共有ドライブが見れる様になったが保存ができない。先日、デジタルオペレーションに依頼して対応して頂きました。,その旨、デジタルオペレーションにお伝えし再度依頼してください。
2ca2b9dc-f160-45d1-971f-31f00b3643d0,COMPANY　スタッフ　①当月度の長期休入れたい　②設定休変更したい,①スケジュール確認から入れて頂きました　②日時確定取り消し後の状態だったので、本人画面から休日変更申請にて変更して頂きました
18601f39-4b54-4be9-91bd-e4baadfe5bcb,COMPANY「勤務実績の登録・確認」にて7/24がエラーになっています。,終業時刻を修正し詳細画面に遷移、「退社と終業時刻の逆転理由」を入力、エラーが解消されたのでそのまま日次確定して頂きました。
3bd30bc6-1484-4ae7-8888-b6db855e7bf3,端末にてHDD地図更新ツール（HDDNavigation）を起動すると「Mu-Boxに接続できませんでした」旨のメッセージが表示され起動しない。※HDDナビ,開いている画面（システム）を全て終了して頂きました。端末の再起動を実施。ai21端末起動処理が終了、統合メニューが表示されるのを待ってから再度操作し正常に起動する事をご確認頂きました。
cf197e14-76f7-4dbb-a715-10d03cc7f990,"プリンタードライバーのインストール。
富士通とキャノン。IPアドレス：99.999.999.999とIPアドレス：99.999.999.999",webページからインストール。
3cc70127-4d2a-499e-8881-21600dd76ff9,COMPANYにて今日の勤怠を確認して欲しい。,リモート接続で確認。既に退社打刻、日次確定されていました。エラーはありませんでした。
16f13a6f-3a00-4fcb-9c4c-0f12810215eb,サテロクアプリにて査定を登録しようとすると「査定登録エラー、リトライしてください」旨のメッセージが表示される。,社用携帯をF5Access接続時にネットワーク高負荷の状態で、処理に時間がかかる場合があります。またサーバー側が混みあっているかもしれません。お時間置いてから再度操作をお願いいたします。
51c10ac1-16f2-4d67-972c-ca9b0417b3d1,豊明店宛に届くGメールに１人スタッフを追加して欲しい。,"依頼がなかったので追加してないです。
デジオペにご依頼ください。デジオペから担当者へ依頼が行きます。
その後追加します。"
15ac2485-87aa-46fd-880e-ccc2662fc970,DriveReportについて,総務部庶務の玉越さんへ問い合わせをお願いしました
320bf9ca-4732-4e30-8cb9-205ed3007164,"携帯番号で電話すると武豊店代表に転送される
今日は本人休みでロッカーの中にあると思う。","実際に電話掛けたら豊明店代表に繋がりました
おそらく前に使用の方が転送設定を武豊にしていた可能性がある。本人の携帯で転送の解除1420に電話お願いした
"
